,seed_repo_owner,seed_repo_name,package_name,package_repo_owner,package_repo_name,package_source
5996,wevm,viem,@radix-ui/react-dismissable-layer,radix-ui,primitives,NPM
5997,wevm,viem,@webassemblyjs/wasm-edit,xtuc,webassemblyjs,NPM
5998,wevm,viem,prop-types,facebook,prop-types,NPM
5999,wevm,viem,normalize-range,jamestalmage,normalize-range,NPM
6000,wevm,viem,color-name,colorjs,color-name,NPM
6001,wevm,viem,@next/swc-darwin-arm64,vercel,next.js,NPM
6002,wevm,viem,@polka/url,lukeed,polka,NPM
6003,wevm,viem,hono,honojs,hono,NPM
6004,wevm,viem,json-parse-even-better-errors,npm,json-parse-even-better-errors,NPM
6005,wevm,viem,@shikijs/twoslash,shikijs,shiki,NPM
6006,wevm,viem,@sindresorhus/is,sindresorhus,is,NPM
6007,wevm,viem,vfile-message,vfile,vfile-message,NPM
6008,wevm,viem,clone,pvorb,node-clone,NPM
6009,wevm,viem,minizlib,isaacs,minizlib,NPM
6010,wevm,viem,modern-ahocorasick,sonofmagic,modern-ahocorasick,NPM
6011,wevm,viem,@shikijs/core,shikijs,shiki,NPM
6012,prysmaticlabs,prysm,github.com/mitchellh/colorstring,mitchellh,colorstring,GOLANG
6013,eth-infinitism,account-abstraction,es-set-tostringtag,es-shims,es-set-tostringtag,NPM
6014,eth-infinitism,account-abstraction,@typescript-eslint/scope-manager,typescript-eslint,typescript-eslint,NPM
6015,eth-infinitism,account-abstraction,safe-array-concat,ljharb,safe-array-concat,NPM
6016,eth-infinitism,account-abstraction,buffer-from,linusu,buffer-from,NPM
6017,eth-infinitism,account-abstraction,flat-cache,jaredwray,cacheable,NPM
6018,eth-infinitism,account-abstraction,base-x,cryptocoinjs,base-x,NPM
6019,eth-infinitism,account-abstraction,jsesc,mathiasbynens,jsesc,NPM
6020,eth-infinitism,account-abstraction,babel-register,babel,babel,NPM
6021,eth-infinitism,account-abstraction,merkle-patricia-tree,ethereumjs,ethereumjs-monorepo,NPM
6022,eth-infinitism,account-abstraction,miller-rabin,indutny,miller-rabin,NPM
6023,eth-infinitism,account-abstraction,ethereum-waffle,ethworks,waffle,NPM
6024,eth-infinitism,account-abstraction,web3-shh,ethereum,web3.js,NPM
6025,eth-infinitism,account-abstraction,validate-npm-package-license,kemitchell,validate-npm-package-license.js,NPM
6026,eth-infinitism,account-abstraction,get-stream,sindresorhus,get-stream,NPM
6027,eth-infinitism,account-abstraction,@typescript-eslint/type-utils,typescript-eslint,typescript-eslint,NPM
6028,erigontech,erigon,github.com/crate-crypto/go-ipa,crate-crypto,go-ipa,GOLANG
6029,erigontech,erigon,github.com/go-llsqlite/crawshaw,go-llsqlite,crawshaw,GOLANG
6030,erigontech,erigon,github.com/urfave/cli/v2,urfave,cli,GOLANG
6031,erigontech,erigon,@types/node,definitelytyped,definitelytyped,NPM
6032,erigontech,erigon,github.com/consensys/bavard,consensys,bavard,GOLANG
6033,erigontech,erigon,github.com/erigontech/erigonwatch,erigontech,erigonwatch,GOLANG
6034,ethereumjs,ethereumjs-monorepo,hashlru,dominictarr,hashlru,NPM
6035,ethereumjs,ethereumjs-monorepo,@shikijs/types,shikijs,shiki,NPM
6036,ethereumjs,ethereumjs-monorepo,micromatch,micromatch,micromatch,NPM
6037,ethereumjs,ethereumjs-monorepo,typed-array-length,inspect-js,typed-array-length,NPM
6038,ethereumjs,ethereumjs-monorepo,debug,debug-js,debug,NPM
6039,ethereumjs,ethereumjs-monorepo,side-channel,ljharb,side-channel,NPM
6040,ethereumjs,ethereumjs-monorepo,array-includes,es-shims,array-includes,NPM
6041,ethereumjs,ethereumjs-monorepo,@esbuild/linux-riscv64,evanw,esbuild,NPM
6042,ethereumjs,ethereumjs-monorepo,@cspell/dict-fonts,streetsidesoftware,cspell-dicts,NPM
6043,ethereumjs,ethereumjs-monorepo,lockfile-lint-api,lirantal,lockfile-lint,NPM
6044,ethereumjs,ethereumjs-monorepo,string-width-cjs,,,NPM
6045,ethereumjs,ethereumjs-monorepo,@istanbuljs/schema,istanbuljs,schema,NPM
6046,ethereumjs,ethereumjs-monorepo,cspell-gitignore,streetsidesoftware,cspell,NPM
6047,ethereumjs,ethereumjs-monorepo,is-shared-array-buffer,inspect-js,is-shared-array-buffer,NPM
6048,ethereumjs,ethereumjs-monorepo,lodash.clonedeep,lodash,lodash,NPM
6049,ethereumjs,ethereumjs-monorepo,@types/wrap-ansi,definitelytyped,definitelytyped,NPM
6050,ethereumjs,ethereumjs-monorepo,@ethereumjs/evm,ethereumjs,ethereumjs-monorepo,NPM
6051,ethereumjs,ethereumjs-monorepo,@pkgjs/parseargs,pkgjs,parseargs,NPM
6052,ethereumjs,ethereumjs-monorepo,packages/rlp,,,NPM
6053,nomicfoundation,hardhat,@lerna/prompt,lerna,lerna,NPM
6054,nomicfoundation,hardhat,@tootallnate/once,tootallnate,once,NPM
6055,nomicfoundation,hardhat,safer-buffer,chalker,safer-buffer,NPM
6056,nomicfoundation,hardhat,@ethersproject/random,ethers-io,ethers.js,NPM
6057,nomicfoundation,hardhat,@changesets/assemble-release-plan,changesets,changesets,NPM
6058,nomicfoundation,hardhat,micromark-util-sanitize-uri,micromark,micromark,NPM
6059,nomicfoundation,hardhat,@lerna/prerelease-id-from-version,lerna,lerna,NPM
6060,nomicfoundation,hardhat,html-void-elements,wooorm,html-void-elements,NPM
6061,nomicfoundation,hardhat,@changesets/pre,changesets,changesets,NPM
6062,nomicfoundation,hardhat,@ethersproject/hash,ethers-io,ethers.js,NPM
6063,nomicfoundation,hardhat,extglob,micromatch,extglob,NPM
6064,nomicfoundation,hardhat,cli-boxes,sindresorhus,cli-boxes,NPM
6065,nomicfoundation,hardhat,object-keys,ljharb,object-keys,NPM
6066,nomicfoundation,hardhat,nwsapi,dperini,nwsapi,NPM
6067,nomicfoundation,hardhat,eslint-plugin-jsx-a11y,jsx-eslint,eslint-plugin-jsx-a11y,NPM
6068,nomicfoundation,hardhat,css-color-names,bahamas10,css-color-names,NPM
6069,nomicfoundation,hardhat,p-queue,sindresorhus,p-queue,NPM
6070,nomicfoundation,hardhat,concat-map,ljharb,concat-map,NPM
6071,nomicfoundation,hardhat,es-object-atoms,ljharb,es-object-atoms,NPM
6072,nomicfoundation,hardhat,pascal-case,blakeembrey,change-case,NPM
6073,nomicfoundation,hardhat,shallowequal,dashed,shallowequal,NPM
6074,nomicfoundation,hardhat,min-indent,thejameskyle,min-indent,NPM
6075,nomicfoundation,hardhat,@vuepress/markdown-loader,vuejs,vuepress,NPM
6076,nomicfoundation,hardhat,detect-port,node-modules,detect-port,NPM
6077,nomicfoundation,hardhat,ethjs-util,ethjs,ethjs-util,NPM
6078,nomicfoundation,hardhat,https-browserify,substack,https-browserify,NPM
6079,nomicfoundation,hardhat,undici-types,nodejs,undici,NPM
6080,nomicfoundation,hardhat,rehype-parse,rehypejs,rehype,NPM
6081,nomicfoundation,hardhat,react-easy-swipe,leandrowd,react-easy-swipe,NPM
6082,chainsafe,lodestar,lodash.memoize,lodash,lodash,NPM
6083,chainsafe,lodestar,cacheable-lookup,szmarczak,cacheable-lookup,NPM
6084,chainsafe,lodestar,des.js,indutny,des.js,NPM
6085,chainsafe,lodestar,memory-level,level,memory-level,NPM
6086,chainsafe,lodestar,lowercase-keys,sindresorhus,lowercase-keys,NPM
6087,chainsafe,lodestar,avvio,fastify,avvio,NPM
6088,chainsafe,lodestar,compare-func,stevemao,compare-func,NPM
6089,chainsafe,lodestar,d3-selection,d3,d3-selection,NPM
6090,chainsafe,lodestar,url,coolaj86,node,NPM
6091,chainsafe,lodestar,on-finished,jshttp,on-finished,NPM
6092,chainsafe,lodestar,@algolia/client-analytics,algolia,algoliasearch-client-javascript,NPM
6093,chainsafe,lodestar,which-typed-array,inspect-js,which-typed-array,NPM
6094,chainsafe,lodestar,conventional-changelog-core,conventional-changelog,conventional-changelog,NPM
6095,chainsafe,lodestar,is-root,sindresorhus,is-root,NPM
6096,chainsafe,lodestar,is-hexadecimal,wooorm,is-hexadecimal,NPM
6097,chainsafe,lodestar,@chainsafe/persistent-ts,cronokirby,persistent-ts,NPM
6098,chainsafe,lodestar,babel-plugin-polyfill-regenerator,babel,babel-polyfills,NPM
6099,chainsafe,lodestar,randomfill,crypto-browserify,randomfill,NPM
6100,chainsafe,lodestar,systeminformation,sebhildebrandt,systeminformation,NPM
6101,chainsafe,lodestar,@algolia/autocomplete-preset-algolia,algolia,autocomplete,NPM
6102,chainsafe,lodestar,functional-red-black-tree,mikolalysenko,functional-red-black-tree,NPM
6103,foundry-rs,foundry,tower-util,tower-rs,tower,CARGO
6104,foundry-rs,foundry,secp256k1-sys,rust-bitcoin,rust-secp256k1,CARGO
6105,foundry-rs,foundry,base64ct,rustcrypto,formats,CARGO
6106,foundry-rs,foundry,foreign-types-shared,sfackler,foreign-types,CARGO
6107,foundry-rs,foundry,anstyle-svg,rust-cli,anstyle,CARGO
6108,foundry-rs,foundry,serde_urlencoded,nox,serde_urlencoded,CARGO
6109,foundry-rs,foundry,windows-registry,microsoft,windows-rs,CARGO
6110,foundry-rs,foundry,number_prefix,ogham,rust-number-prefix,CARGO
6111,foundry-rs,foundry,wasm-bindgen-backend,rustwasm,wasm-bindgen,CARGO
6112,foundry-rs,foundry,pulldown-cmark-escape,raphlinus,pulldown-cmark,CARGO
6113,foundry-rs,foundry,op-alloy-consensus,alloy-rs,op-alloy,CARGO
6114,foundry-rs,foundry,regex,rust-lang,regex,CARGO
6115,foundry-rs,foundry,radium,ferrilab,ferrilab,CARGO
6116,foundry-rs,foundry,ctrlc,detegr,rust-ctrlc,CARGO
6117,ethereum,go-ethereum,github.com/crate-crypto/go-kzg-4844,crate-crypto,go-kzg-4844,GOLANG
6118,ethereum,go-ethereum,github.com/tklauser/numcpus,tklauser,numcpus,GOLANG
6119,ethereum,web3.py,types-requests,python,typeshed,PYPI
6120,ethereum,remix-project,blake2b-wasm,mafintosh,blake2b-wasm,NPM
6121,ethereum,remix-project,@types/parse-json,definitelytyped,definitelytyped,NPM
6122,ethereum,remix-project,babel-template,babel,babel,NPM
6123,ethereum,remix-project,mcl-wasm,herumi,mcl-wasm,NPM
6124,ethereum,remix-project,@jest/reporters,jestjs,jest,NPM
6125,ethereum,remix-project,semver-compare,substack,semver-compare,NPM
6126,ethereum,remix-project,signedsource,,,NPM
6127,ethereum,remix-project,protobufjs,protobufjs,protobuf.js,NPM
6128,ethereum,remix-project,@lerna/prerelease-id-from-version,lerna,lerna,NPM
6129,ethereum,remix-project,@babel/traverse,babel,babel,NPM
6130,ethereum,remix-project,markdown-table,wooorm,markdown-table,NPM
6131,ethereum,remix-project,he,mathiasbynens,he,NPM
6132,ethereum,remix-project,@graphql-tools/wrap,ardatan,graphql-tools,NPM
6133,ethereum,remix-project,fragment-cache,jonschlinkert,fragment-cache,NPM
6134,ethereum,remix-project,babel-helper-hoist-variables,babel,babel,NPM
6135,ethereum,remix-project,cross-inspect,ardatan,graphql-tools,NPM
6136,ethereum,remix-project,@electron-forge/template-base,electron,forge,NPM
6137,ethereum,remix-project,babel-helper-regex,babel,babel,NPM
6138,ethereum,remix-project,color-string,qix-,color-string,NPM
6139,ethereum,remix-project,statuses,jshttp,statuses,NPM
6140,ethereum,remix-project,gensync,loganfsmyth,gensync,NPM
6141,ethereum,remix-project,@web3modal/scaffold-utils,web3modal,web3modal,NPM
6142,ethereum,remix-project,on-headers,jshttp,on-headers,NPM
6143,ethereum,remix-project,eslint-config-prettier,prettier,eslint-config-prettier,NPM
6144,ethereum,remix-project,caller-path,sindresorhus,caller-path,NPM
6145,ethereum,remix-project,concat-stream,maxogden,concat-stream,NPM
6146,ethereum,remix-project,minimisted,kt3k,minimisted,NPM
6147,ethereum,sourcify,which-module,nexdrew,which-module,NPM
6148,ethereum,sourcify,@colors/colors,dabh,colors.js,NPM
6149,ethereum,sourcify,p-limit,sindresorhus,p-limit,NPM
6150,ethereum,sourcify,cspell-lib,streetsidesoftware,cspell,NPM
6151,ethereum,sourcify,@tsconfig/node14,tsconfig,bases,NPM
6152,ethereum,sourcify,micromark-util-symbol,micromark,micromark,NPM
6153,ethereum,sourcify,dotenv,motdotla,dotenv,NPM
6154,ethereum,sourcify,cycle,dscape,cycle,NPM
6155,ethereum,sourcify,fsevents,fsevents,fsevents,NPM
6156,ethereum,sourcify,@cspell/dict-swift,streetsidesoftware,cspell-dicts,NPM
6157,ethereum,sourcify,@types/connect-pg-simple,definitelytyped,definitelytyped,NPM
6158,ethereum,sourcify,external-editor,mrkmg,node-external-editor,NPM
6159,ethereum,sourcify,@cspell/dict-en_us,streetsidesoftware,cspell-dicts,NPM
6160,ethereum,sourcify,@ethersproject/networks,ethers-io,ethers.js,NPM
6161,ethereum,sourcify,escape-string-regexp,sindresorhus,escape-string-regexp,NPM
6162,ethereum,fe,windows_x86_64_msvc,microsoft,windows-rs,CARGO
6163,ethereum,fe,hmac,rustcrypto,macs,CARGO
6164,ethereum,fe,impl-rlp,,,CARGO
6165,ethereum,fe,anstyle,rust-cli,anstyle,CARGO
6166,ethereum,fe,logos-derive,maciejhirsz,logos,CARGO
6167,ethereum,fe,hyper-tls,hyperium,hyper-tls,CARGO
6168,ethereum,fe,clap,clap-rs,clap,CARGO
6169,ethereum,fe,event-listener-strategy,smol-rs,event-listener-strategy,CARGO
6170,consensys,teku,array-union,sindresorhus,array-union,NPM
6171,consensys,teku,punycode,mathiasbynens,punycode.js,NPM
6172,consensys,teku,fetch-blob,node-fetch,fetch-blob,NPM
6173,ethers-io,ethers.js,supports-preserve-symlinks-flag,inspect-js,node-supports-preserve-symlinks-flag,NPM
6174,a16z,helios,core-util-is,isaacs,core-util-is,NPM
6175,a16z,helios,media-typer,jshttp,media-typer,NPM
6176,a16z,helios,@ethersproject/bytes,ethers-io,ethers.js,NPM
6177,a16z,helios,escape-string-regexp,sindresorhus,escape-string-regexp,NPM
6178,a16z,helios,ansi-styles,chalk,ansi-styles,NPM
6179,a16z,helios,toml_datetime,toml-rs,toml,CARGO
6180,a16z,helios,hyper-util,hyperium,hyper-util,CARGO
6181,a16z,helios,pkg-dir,sindresorhus,pkg-dir,NPM
6182,a16z,helios,cfg-if,alexcrichton,cfg-if,CARGO
6183,chainsafe,lodestar,@nodelib/fs.scandir,nodelib,nodelib,NPM
6184,chainsafe,lodestar,devtools-protocol,chromedevtools,devtools-protocol,NPM
6185,chainsafe,lodestar,string.prototype.padend,es-shims,string.prototype.padend,NPM
6186,chainsafe,lodestar,@esbuild/aix-ppc64,evanw,esbuild,NPM
6187,chainsafe,lodestar,uuid,uuidjs,uuid,NPM
6188,chainsafe,lodestar,vfile-message,vfile,vfile-message,NPM
6189,chainsafe,lodestar,@babel/plugin-syntax-nullish-coalescing-operator,babel,babel,NPM
6190,chainsafe,lodestar,read-cmd-shim,npm,read-cmd-shim,NPM
6191,chainsafe,lodestar,degenerator,tootallnate,proxy-agents,NPM
6192,chainsafe,lodestar,@tufjs/canonical-json,theupdateframework,tuf-js,NPM
6193,chainsafe,lodestar,why-is-node-running,mafintosh,why-is-node-running,NPM
6194,chainsafe,lodestar,set-cookie-parser,nfriedly,set-cookie-parser,NPM
6195,chainsafe,lodestar,archiver,archiverjs,node-archiver,NPM
6196,chainsafe,lodestar,wildcard,damonoehlman,wildcard,NPM
6197,chainsafe,lodestar,micromark-util-sanitize-uri,micromark,micromark,NPM
6198,chainsafe,lodestar,merge-options,schnittstabil,merge-options,NPM
6199,chainsafe,lodestar,is-number-object,inspect-js,is-number-object,NPM
6200,chainsafe,lodestar,@chainsafe/netmask,,,NPM
6201,chainsafe,lodestar,@babel/plugin-transform-member-expression-literals,babel,babel,NPM
6202,chainsafe,lodestar,@nodelib/fs.stat,nodelib,nodelib,NPM
6203,chainsafe,lodestar,@svgr/babel-plugin-replace-jsx-attribute-value,gregberge,svgr,NPM
6204,chainsafe,lodestar,postcss-merge-idents,cssnano,cssnano,NPM
6205,chainsafe,lodestar,react-router-dom,remix-run,react-router,NPM
6206,consensys,teku,eslint-utils,mysticatea,eslint-utils,NPM
6207,ethers-io,ethers.js,@ethersproject/units,ethers-io,ethers.js,NPM
6208,ethers-io,ethers.js,path-is-absolute,sindresorhus,path-is-absolute,NPM
6209,ethers-io,ethers.js,html-escaper,webreflection,html-escaper,NPM
6210,sigp,lighthouse,c-kzg,,,CARGO
6211,sigp,lighthouse,bitflags,bitflags,bitflags,CARGO
6212,sigp,lighthouse,futures-sink,rust-lang,futures-rs,CARGO
6213,sigp,lighthouse,winnow,winnow-rs,winnow,CARGO
6214,sigp,lighthouse,redox_users,,,CARGO
6215,sigp,lighthouse,plotters-backend,plotters-rs,plotters,CARGO
6216,wevm,viem,deep-eql,chaijs,deep-eql,NPM
6217,wevm,viem,@webassemblyjs/helper-buffer,xtuc,webassemblyjs,NPM
6218,wevm,viem,invariant,zertosh,invariant,NPM
6219,wevm,viem,react-dom,facebook,react,NPM
6220,wevm,viem,@esbuild/linux-ppc64,evanw,esbuild,NPM
6221,wevm,viem,immediate,calvinmetcalf,immediate,NPM
6222,wevm,viem,joycon,egoist,joycon,NPM
6223,wevm,viem,is-decimal,wooorm,is-decimal,NPM
6224,wevm,viem,events,gozala,events,NPM
6225,wevm,viem,socks-proxy-agent,tootallnate,proxy-agents,NPM
6226,wevm,viem,@rollup/rollup-linux-x64-musl,rollup,rollup,NPM
6227,wevm,viem,@oven/bun-windows-x64,oven-sh,bun,NPM
6228,wevm,viem,ignore,kaelzhang,node-ignore,NPM
6229,wevm,viem,@webassemblyjs/wasm-gen,xtuc,webassemblyjs,NPM
6230,nethereum,nethereum,@arktype/util,,,NPM
6231,erigontech,erigon,github.com/spf13/cobra,spf13,cobra,GOLANG
6232,erigontech,erigon,github.com/jbenet/go-temp-err-catcher,jbenet,go-temp-err-catcher,GOLANG
6233,ethereumjs,ethereumjs-monorepo,clean-stack,sindresorhus,clean-stack,NPM
6234,ethereumjs,ethereumjs-monorepo,array.prototype.flatmap,es-shims,array.prototype.flatmap,NPM
6235,ethereumjs,ethereumjs-monorepo,@cspell/dict-csharp,streetsidesoftware,cspell-dicts,NPM
6236,ethereumjs,ethereumjs-monorepo,finalhandler,pillarjs,finalhandler,NPM
6237,ethereumjs,ethereumjs-monorepo,pac-resolver,tootallnate,proxy-agents,NPM
6238,ethereumjs,ethereumjs-monorepo,socks-proxy-agent,tootallnate,proxy-agents,NPM
6239,ethereumjs,ethereumjs-monorepo,release-zalgo,novemberborn,release-zalgo,NPM
6240,ethereumjs,ethereumjs-monorepo,@ungap/structured-clone,ungap,structured-clone,NPM
6241,ethereumjs,ethereumjs-monorepo,@scure/bip39,paulmillr,scure-bip39,NPM
6242,ethereumjs,ethereumjs-monorepo,end-of-stream,mafintosh,end-of-stream,NPM
6243,ethereumjs,ethereumjs-monorepo,@typescript-eslint/visitor-keys,typescript-eslint,typescript-eslint,NPM
6244,ethereumjs,ethereumjs-monorepo,decamelize,sindresorhus,decamelize,NPM
6245,foundry-rs,foundry,writeable,unicode-org,icu4x,CARGO
6246,foundry-rs,foundry,base64,marshallpierce,rust-base64,CARGO
6247,ethereum,go-ethereum,github.com/mattn/go-colorable,mattn,go-colorable,GOLANG
6248,ethereum,remix-project,bare-path,holepunchto,bare-path,NPM
6249,ethereum,remix-project,@octokit/app,octokit,app.js,NPM
6250,ethereum,remix-project,to-readable-stream,sindresorhus,to-readable-stream,NPM
6251,ethereum,remix-project,babel-plugin-module-resolver,tleunen,babel-plugin-module-resolver,NPM
6252,ethereum,remix-project,@multiformats/base-x,,,NPM
6253,ethereum,remix-project,node-api-headers,nodejs,node-api-headers,NPM
6254,ethereum,remix-project,@motionone/generators,,,NPM
6255,ethereum,remix-project,pumpify,mafintosh,pumpify,NPM
6256,ethereum,remix-project,@types/connect-history-api-fallback,definitelytyped,definitelytyped,NPM
6257,ethereum,remix-project,undefsafe,remy,undefsafe,NPM
6258,ethereum,remix-project,escape-html,component,escape-html,NPM
6259,ethereum,remix-project,jwa,brianloveswords,node-jwa,NPM
6260,ethereum,remix-project,@nrwl/jest,nrwl,nx,NPM
6261,ethereum,remix-project,levn,gkz,levn,NPM
6262,ethereum,remix-project,estree-walker,rich-harris,estree-walker,NPM
6263,ethereum,remix-project,cmake-js,cmake-js,cmake-js,NPM
6264,ethereum,remix-project,truncate-utf8-bytes,parshap,truncate-utf8-bytes,NPM
6265,ethereum,remix-project,lodash._basecopy,lodash,lodash,NPM
6266,ethereum,remix-project,react-bootstrap,react-bootstrap,react-bootstrap,NPM
6267,ethereum,remix-project,@parcel/watcher-win32-arm64,parcel-bundler,watcher,NPM
6268,ethereum,remix-project,axobject-query,a11yance,axobject-query,NPM
6269,ethereum,remix-project,osenv,npm,osenv,NPM
6270,ethereum,remix-project,yargs,yargs,yargs,NPM
6271,ethereum,remix-project,core-js-compat,zloirock,core-js,NPM
6272,ethereum,remix-project,select-hose,indutny,select-hose,NPM
6273,ethereum,remix-project,http-cache-semantics,kornelski,http-cache-semantics,NPM
6274,ethereum,remix-project,tryer,philbooth,tryer,NPM
6275,ethereum,remix-project,encoding,andris9,encoding,NPM
6276,ethereum,remix-project,@evocateur/npm-registry-fetch,evocateur,npm-registry-fetch,NPM
6277,ethereum,remix-project,vinyl,gulpjs,vinyl,NPM
6278,ethereum,sourcify,parse-url,ionicabizau,parse-url,NPM
6279,ethereum,sourcify,cspell-dictionary,streetsidesoftware,cspell,NPM
6280,ethereum,sourcify,just-diff-apply,angus-c,just,NPM
6281,ethereum,sourcify,@open-draft/deferred-promise,open-draft,deferred-promise,NPM
6282,ethereum,sourcify,default-browser-id,sindresorhus,default-browser-id,NPM
6283,ethereum,sourcify,xtend,raynos,xtend,NPM
6284,ethereum,sourcify,https-proxy-agent,tootallnate,proxy-agents,NPM
6285,ethereum,sourcify,cli-cursor,sindresorhus,cli-cursor,NPM
6286,ethereum,sourcify,fill-range,jonschlinkert,fill-range,NPM
6287,ethereum,sourcify,@tokenizer/token,borewit,tokenizer-token,NPM
6288,ethereum,sourcify,socks,joshglazebrook,socks,NPM
6289,ethereum,sourcify,stringify-entities,wooorm,stringify-entities,NPM
6290,ethereum,sourcify,ethjs-util,ethjs,ethjs-util,NPM
6291,ethereum,sourcify,modify-values,sindresorhus,modify-values,NPM
6292,ethereum,fe,ruint,recmo,uint,CARGO
6293,ethereum,fe,diff,utkarshkukreti,diff.rs,CARGO
6294,ethereum,fe,lsp-types,gluon-lang,lsp-types,CARGO
6295,paradigmxyz,reth,metrics-derive,rkrasiuk,metrics-derive,CARGO
6296,paradigmxyz,reth,visibility,danielhenrymantilla,visibility.rs,CARGO
6297,paradigmxyz,reth,rustls-pki-types,rustls,pki-types,CARGO
6298,paradigmxyz,reth,crossbeam-channel,crossbeam-rs,crossbeam,CARGO
6299,paradigmxyz,reth,security-framework-sys,kornelski,rust-security-framework,CARGO
6300,paradigmxyz,reth,prost,tokio-rs,prost,CARGO
6301,paradigmxyz,reth,windows-core,microsoft,windows-rs,CARGO
6302,paradigmxyz,reth,widestring,starkat99,widestring-rs,CARGO
6303,paradigmxyz,reth,maili-consensus,op-rs,maili,CARGO
6304,paradigmxyz,reth,similar,mitsuhiko,similar,CARGO
6305,status-im,nimbus-eth2,testpath,jupyter,testpath,PYPI
6306,status-im,nimbus-eth2,executing,alexmojaki,executing,PYPI
6307,status-im,nimbus-eth2,cypari,3-manifolds,cypari,PYPI
6308,status-im,nimbus-eth2,parso,davidhalter,parso,PYPI
6309,chainsafe,lodestar,nan,nodejs,nan,NPM
6310,chainsafe,lodestar,is-docker,sindresorhus,is-docker,NPM
6311,chainsafe,lodestar,is-regexp,sindresorhus,is-regexp,NPM
6312,chainsafe,lodestar,rrweb-cssom,rrweb-io,cssom,NPM
6313,chainsafe,lodestar,set-function-name,ljharb,set-function-name,NPM
6314,chainsafe,lodestar,get-func-name,chaijs,get-func-name,NPM
6315,chainsafe,lodestar,mdast-util-mdxjs-esm,syntax-tree,mdast-util-mdxjs-esm,NPM
6316,chainsafe,lodestar,core-js,zloirock,core-js,NPM
6317,chainsafe,lodestar,type-is,jshttp,type-is,NPM
6318,chainsafe,lodestar,fs-extra,jprichardson,node-fs-extra,NPM
6319,chainsafe,lodestar,npm-packlist,npm,npm-packlist,NPM
6320,chainsafe,lodestar,@jridgewell/gen-mapping,jridgewell,gen-mapping,NPM
6321,chainsafe,lodestar,escape-goat,sindresorhus,escape-goat,NPM
6322,chainsafe,lodestar,@babel/plugin-transform-parameters,babel,babel,NPM
6323,chainsafe,lodestar,murmurhash3js-revisited,cimi,murmurhash3js-revisited,NPM
6324,chainsafe,lodestar,asn1js,peculiarventures,asn1.js,NPM
6325,chainsafe,lodestar,asap,kriskowal,asap,NPM
6326,chainsafe,lodestar,through2,rvagg,through2,NPM
6327,chainsafe,lodestar,immer,immerjs,immer,NPM
6328,chainsafe,lodestar,@wdio/repl,webdriverio,webdriverio,NPM
6329,chainsafe,lodestar,decode-named-character-reference,wooorm,decode-named-character-reference,NPM
6330,chainsafe,lodestar,socks-proxy-agent,tootallnate,proxy-agents,NPM
6331,chainsafe,lodestar,retry,tim-kos,node-retry,NPM
6332,chainsafe,lodestar,wcwidth,timoxley,wcwidth,NPM
6333,chainsafe,lodestar,@webassemblyjs/ieee754,xtuc,webassemblyjs,NPM
6334,chainsafe,lodestar,queue,jessetane,queue,NPM
6335,chainsafe,lodestar,@bcoe/v8-coverage,bcoe,v8-coverage,NPM
6336,chainsafe,lodestar,@actions/http-client,actions,toolkit,NPM
6337,chainsafe,lodestar,d3-interpolate,d3,d3-interpolate,NPM
6338,chainsafe,lodestar,express,expressjs,express,NPM
6339,consensys,teku,supports-color,chalk,supports-color,NPM
6340,consensys,teku,fs-extra,jprichardson,node-fs-extra,NPM
6341,consensys,teku,ansi-colors,doowb,ansi-colors,NPM
6342,ethers-io,ethers.js,@rollup/rollup-linux-arm-musleabihf,rollup,rollup,NPM
6343,ethers-io,ethers.js,ws,websockets,ws,NPM
6344,ethers-io,ethers.js,log-symbols,sindresorhus,log-symbols,NPM
6345,paradigmxyz,reth,tikv-jemalloc-sys,tikv,jemallocator,CARGO
6346,paradigmxyz,reth,tonic-build,hyperium,tonic,CARGO
6347,paradigmxyz,reth,rustc-demangle,alexcrichton,rustc-demangle,CARGO
6348,paradigmxyz,reth,rustls,rustls,rustls,CARGO
6349,paradigmxyz,reth,generic-array,fizyk20,generic-array,CARGO
6350,paradigmxyz,reth,boa_string,boa-dev,boa,CARGO
6351,paradigmxyz,reth,alloy-sol-macro,alloy-rs,core,CARGO
6352,paradigmxyz,reth,generator,xudong-huang,generator-rs,CARGO
6353,paradigmxyz,reth,vergen,rustyhorde,vergen,CARGO
6354,safe-global,safe-smart-account,@solidity-parser/parser,solidity-parser,parser,NPM
6355,safe-global,safe-smart-account,deep-is,thlorenz,deep-is,NPM
6356,safe-global,safe-smart-account,imurmurhash,jensyt,imurmurhash-js,NPM
6357,safe-global,safe-smart-account,eslint,eslint,eslint,NPM
6358,safe-global,safe-smart-account,@eslint-community/regexpp,eslint-community,regexpp,NPM
6359,safe-global,safe-smart-account,sha1,pvorb,node-sha1,NPM
6360,safe-global,safe-smart-account,call-bound,ljharb,call-bound,NPM
6361,safe-global,safe-smart-account,ieee754,feross,ieee754,NPM
6362,safe-global,safe-smart-account,buildcheck,mscdex,buildcheck,NPM
6363,safe-global,safe-smart-account,merge-descriptors,sindresorhus,merge-descriptors,NPM
6364,safe-global,safe-smart-account,@nomicfoundation/edr-linux-x64-gnu,nomicfoundation,edr,NPM
6365,safe-global,safe-smart-account,clean-stack,sindresorhus,clean-stack,NPM
6366,safe-global,safe-smart-account,@ethersproject/logger,ethers-io,ethers.js,NPM
